,teamID,ACC,AGI,ARM,Blk P/XP/FG,END,FF/FR,G,HND,INT,Int,KAc,KDi,L,Name,OVR,PA,PBl,PD,PF,Player,Pos,RBl,S,SPE,STR,Sck,Sfty,T,TCK,TD,TFL,Tck,Team,W,WPct
810,1,1,60,1,0/0/0,64,0/0,14,25,57,0,1,1,7,"Broadway, E.",82,333,1,0,405,"Broadway, E.",DT,1,7,70,94,7,0,0,62,0,6,33,BAL,7,0.5
811,2,1,86,1,0/0/0,71,1/1,14,57,70,2,1,1,1,"Kane, M.",88,272,1,2,468,"Kane, M.",SS,2,7,85,80,2,0,0,80,0,1,80,YKW,13,0.929
812,2,1,90,1,0/0/0,70,0/0,14,70,70,2,1,1,1,"Hardrool, C.",92,272,1,2,468,"Hardrool, C.",FS,1,7,95,70,10,0,0,75,0,0,62,YKW,13,0.929
813,2,1,75,1,0/0/0,100,1/0,14,25,70,0,1,1,1,"Tuck, J.",98,272,1,0,468,"Tuck, J.",DE,1,7,80,90,5,0,0,95,0,5,29,YKW,13,0.929
814,2,25,90,25,0/0/0,100,1/1,14,50,80,0,25,25,1,"Tweed, B.",96,272,25,9,468,"Tweed, B.",LB,25,7,90,80,18,0,0,90,0,2,83,YKW,13,0.929
815,2,1,70,1,0/0/0,74,1/0,14,29,70,1,1,1,1,"Ridley, W.",83,272,1,2,468,"Ridley, W.",LB,1,7,80,76,14,0,0,82,0,2,83,YKW,13,0.929
816,2,1,71,1,0/0/0,70,0/0,14,37,71,0,1,1,1,"Tiernan, L.",88,272,5,14,468,"Tiernan, L.",LB,5,7,82,82,4,0,0,87,0,6,24,YKW,13,0.929
817,2,1,75,1,0/0/0,75,0/0,12,26,70,0,1,1,1,"Asipi Jr., A.",89,272,1,0,468,"Asipi Jr., A.",DE,2,7,80,90,1,0,0,74,0,5,23,YKW,13,0.929
818,2,1,95,1,0/0/0,80,0/1,14,90,82,0,1,1,1,"Kennedy, E.",97,272,10,0,468,"Kennedy, E.",WR,27,7,100,65,0,0,0,20,0,0,0,YKW,13,0.929
819,2,1,91,1,0/0/0,74,0/0,14,75,75,1,1,1,1,"Taylor, C.",92,272,5,6,468,"Taylor, C.",SS,5,7,90,73,18,0,0,80,1,0,64,YKW,13,0.929
820,2,1,89,1,0/0/0,71,1/1,14,80,81,2,1,1,1,"Carter, P.",93,272,9,20,468,"Carter, P.",CB,9,7,90,61,0,0,0,62,1,0,76,YKW,13,0.929
821,2,1,53,1,0/0/0,70,0/0,14,30,50,0,1,1,1,"Metas, B.",77,272,1,0,468,"Metas, B.",DT,1,7,65,80,2,0,0,70,0,0,7,YKW,13,0.929
822,2,1,70,1,0/0/0,70,0/1,14,20,65,0,1,1,1,"Ones, B.",89,272,82,0,468,"Ones, B.",G,85,7,70,96,0,0,0,35,0,0,0,YKW,13,0.929
823,2,3,99,3,0/0/0,96,0/0,14,75,85,7,3,3,1,"Lavelle, D.",100,272,25,16,468,"Lavelle, D.",CB,25,7,99,62,0,0,0,70,0,0,55,YKW,13,0.929
824,2,1,74,1,0/0/0,58,0/0,14,65,53,0,1,1,1,"Cutter, D.",75,272,3,0,468,"Cutter, D.",CB,3,7,80,38,0,0,0,54,0,0,1,YKW,13,0.929
825,2,1,75,1,0/0/0,90,0/0,14,40,70,0,1,1,1,"Maddox, R.",93,272,1,0,468,"Maddox, R.",DE,1,7,80,90,2,0,0,80,0,1,23,YKW,13,0.929
826,2,90,90,90,0/0/0,92,0/2,14,35,90,0,1,1,1,"Akselsen, M.",100,272,1,0,468,"Akselsen, M.",QB,1,7,90,60,0,0,0,35,0,0,0,YKW,13,0.929
827,3,1,72,1,0/0/0,65,2/1,14,50,55,0,1,1,14,"Ruckus, B.",75,501,1,5,137,"Ruckus, B.",SS,1,7,78,70,7,0,0,68,0,0,66,COL,0,0.0
828,3,1,75,1,0/0/0,69,0/0,14,35,73,0,1,1,14,"Sandoval, A.",96,501,1,0,137,"Sandoval, A.",DE,1,7,85,85,4,0,0,95,0,9,33,COL,0,0.0
829,3,1,75,1,0/0/0,90,1/0,14,25,75,0,1,1,14,"Miller, D.",99,501,1,0,137,"Miller, D.",DT,1,7,75,95,16,0,0,90,0,1,48,COL,0,0.0
830,3,1,78,1,0/0/0,72,1/0,14,77,75,1,1,1,14,"Tillman, M.",85,501,5,13,137,"Tillman, M.",SS,5,7,86,70,0,0,0,73,0,0,82,COL,0,0.0
831,3,1,72,1,0/0/0,68,1/0,4,35,52,0,1,1,14,"Dam, D.",86,501,1,0,137,"Dam, D.",DE,1,7,85,80,1,1,0,70,0,7,17,COL,0,0.0
832,3,1,81,1,0/0/0,72,2/2,14,65,86,3,1,1,14,"Ishigawa, H.",90,501,1,12,137,"Ishigawa, H.",LB,1,7,82,80,10,0,0,85,0,2,121,COL,0,0.0
833,3,85,50,85,0/0/0,40,0/1,14,15,85,0,1,1,14,"(R) Applehort, R.",83,501,1,0,137,"(R) Applehort, R.",QB,1,7,50,35,0,0,0,15,0,0,0,COL,0,0.0
834,3,1,60,15,0/0/0,70,0/3,14,40,53,0,1,1,14,"Joyce, S.",68,501,42,0,137,"Joyce, S.",RB,54,7,75,76,0,0,0,20,0,0,0,COL,0,0.0
835,3,1,85,1,0/0/0,99,2/0,14,50,80,1,1,1,14,"Saint, J.",98,501,13,9,137,"Saint, J.",LB,13,7,80,90,11,0,0,95,0,1,103,COL,0,0.0
836,3,1,90,1,0/0/0,72,0/0,14,73,82,3,1,1,14,"Bly Jr., A.",96,501,13,16,137,"Bly Jr., A.",CB,13,7,95,67,0,0,0,70,1,0,99,COL,0,0.0
837,3,1,80,1,0/0/0,64,0/2,14,30,70,0,1,1,14,"Pierno, N.",86,501,1,0,137,"Pierno, N.",DT,1,7,80,90,12,1,0,71,0,1,43,COL,0,0.0
838,3,1,55,1,0/0/0,65,0/0,14,30,70,0,1,1,14,"Anderson, R.",74,501,1,0,137,"Anderson, R.",LB,1,7,78,71,0,0,0,71,0,0,4,COL,0,0.0
839,3,1,65,1,0/0/0,65,0/2,14,55,60,1,1,1,14,"(R) LeFevre, R.",68,501,1,7,137,"(R) LeFevre, R.",LB,1,7,71,55,4,0,0,70,0,1,41,COL,0,0.0
840,3,1,82,1,1/0/0,60,1/0,14,50,70,0,1,1,14,"(R) Danger, D.",75,501,1,5,137,"(R) Danger, D.",CB,1,7,80,50,1,0,0,50,0,0,80,COL,0,0.0
841,3,1,57,1,0/0/0,60,0/0,14,30,45,0,1,1,14,"Gustavsson, E.",78,501,1,0,137,"Gustavsson, E.",DE,1,7,76,80,3,0,0,67,0,5,16,COL,0,0.0
842,3,17,78,17,0/0/0,79,0/1,14,73,71,0,3,3,14,"Nuck, B.",83,501,31,0,137,"Nuck, B.",RB,24,7,93,48,0,0,0,24,0,0,0,COL,0,0.0
843,4,1,85,1,0/0/0,71,0/1,14,82,48,0,1,1,9,"Browning, B.",86,433,26,0,357,"Browning, B.",WR,26,7,100,50,0,0,0,20,0,0,0,AZ,5,0.35700000000000004
844,4,1,51,1,0/0/0,73,2/0,14,25,51,0,1,1,9,"Medved, E.",76,433,1,0,357,"Medved, E.",DT,1,7,70,82,9,0,0,63,0,5,39,AZ,5,0.35700000000000004
845,4,1,73,1,0/0/0,68,1/0,14,30,53,0,1,1,9,"Ramrio, M.",84,433,1,0,357,"Ramrio, M.",DT,1,7,70,90,6,0,0,70,0,2,42,AZ,5,0.35700000000000004
846,4,1,90,1,0/0/0,73,0/0,14,61,72,1,1,1,9,"Hayden, A.",85,433,1,14,357,"Hayden, A.",CB,1,7,95,42,0,0,0,47,0,0,58,AZ,5,0.35700000000000004
847,4,15,90,15,0/0/0,78,0/1,14,70,40,0,1,1,9,"Mackworthy, R.",91,433,22,0,357,"Mackworthy, R.",RB,22,7,100,75,0,0,0,20,0,0,0,AZ,5,0.35700000000000004
848,4,1,80,1,0/0/0,70,0/0,14,80,51,4,1,1,9,"Davis, A.",84,433,3,7,357,"Davis, A.",FS,3,7,90,54,0,0,0,58,0,0,74,AZ,5,0.35700000000000004
849,4,90,80,92,0/0/0,60,0/1,14,15,95,0,1,1,9,"Bronko, K.",98,433,1,0,357,"Bronko, K.",QB,1,7,75,70,0,0,0,15,0,0,0,AZ,5,0.35700000000000004
850,4,1,73,1,0/0/0,71,1/0,14,70,50,3,1,1,9,"Floggity, J.",83,433,1,14,357,"Floggity, J.",FS,1,7,95,55,0,0,0,67,2,0,65,AZ,5,0.35700000000000004
851,4,1,89,1,0/0/0,80,1/1,14,81,80,2,1,1,9,"Morris, D.",91,433,9,8,357,"Morris, D.",FS,9,7,90,64,11,0,0,70,0,0,75,AZ,5,0.35700000000000004
852,4,1,52,1,0/0/0,65,0/0,14,15,45,0,1,1,9,"Waiters, A.",83,433,1,0,357,"Waiters, A.",DE,1,7,81,90,0,0,0,71,0,8,19,AZ,5,0.35700000000000004
853,4,3,80,3,0/0/0,71,2/0,14,64,78,1,3,3,9,"Ernston, H.",88,433,11,16,357,"Ernston, H.",LB,11,7,85,78,17,0,0,82,0,4,77,AZ,5,0.35700000000000004
854,4,1,70,1,0/0/0,70,0/1,14,30,69,0,1,1,9,"Dwyer, J.",77,433,1,0,357,"Dwyer, J.",LB,1,7,83,70,1,0,0,70,0,2,80,AZ,5,0.35700000000000004
855,4,1,86,1,0/0/0,69,0/0,14,45,80,0,1,1,9,"Hackett, A.",90,433,5,13,357,"Hackett, A.",LB,5,7,85,79,16,1,0,84,0,6,86,AZ,5,0.35700000000000004
856,4,1,71,1,0/0/0,80,1/2,14,50,70,2,1,1,9,"Stone, W.",84,433,1,5,357,"Stone, W.",LB,1,7,90,80,11,0,0,72,1,1,86,AZ,5,0.35700000000000004
857,5,1,72,1,0/0/0,70,0/0,14,80,70,4,1,1,2,"King, J.",91,274,1,24,461,"King, J.",CB,1,7,95,69,0,0,0,70,0,0,58,OCO,12,0.857
858,5,1,60,1,0/0/0,65,2/2,14,37,55,2,1,1,2,"Enchant, E.",77,274,1,6,461,"Enchant, E.",LB,1,7,80,79,7,0,0,72,0,2,112,OCO,12,0.857
859,5,1,74,1,0/0/0,66,1/1,14,75,70,2,1,1,2,"Atwell, T.",87,274,11,4,461,"Atwell, T.",CB,11,7,93,60,0,0,0,60,0,0,92,OCO,12,0.857
860,5,1,73,1,0/0/0,80,1/0,14,25,70,0,1,1,2,"Wright Jr, G.",91,274,1,0,461,"Wright Jr, G.",DE,1,7,80,90,7,1,0,80,0,13,35,OCO,12,0.857
861,5,1,75,1,0/0/0,86,3/1,14,55,70,0,1,1,2,"Wozy, F.",96,274,1,0,461,"Wozy, F.",DE,1,7,80,90,3,0,0,90,0,8,36,OCO,12,0.857
862,5,1,62,1,0/0/0,60,1/1,14,29,57,0,1,1,2,"Sierra, R.",88,274,1,0,461,"Sierra, R.",DT,1,7,75,88,8,0,0,82,0,0,31,OCO,12,0.857
863,5,1,84,1,0/0/0,84,1/0,14,71,80,2,1,1,2,"Spector, M.",95,274,9,23,461,"Spector, M.",CB,9,7,99,65,0,0,0,70,0,0,82,OCO,12,0.857
864,5,1,95,1,0/0/0,84,0/1,14,75,70,8,1,1,2,"Bavitz, I.",95,274,7,11,461,"Bavitz, I.",FS,7,7,95,70,13,0,0,75,2,0,83,OCO,12,0.857
865,5,1,75,1,0/0/0,90,0/0,14,25,73,0,1,1,2,"Clegane, G.",98,274,1,0,461,"Clegane, G.",DT,1,7,75,95,19,0,0,89,0,1,47,OCO,12,0.857
866,5,1,70,1,0/0/0,70,0/1,14,20,55,0,1,1,2,"Fisher, C.",78,274,71,0,461,"Fisher, C.",C,70,7,70,95,0,0,0,35,0,0,0,OCO,12,0.857
867,5,25,85,25,0/0/0,100,1/0,14,55,85,0,23,25,2,"Winchester, A.",98,274,25,14,461,"Winchester, A.",LB,25,7,85,85,23,0,0,95,0,0,87,OCO,12,0.857
868,5,1,71,1,0/0/0,62,0/1,14,67,70,0,1,1,2,"(R) Fyodorovich, V.",83,274,1,4,461,"(R) Fyodorovich, V.",CB,1,7,90,60,7,0,0,60,0,0,49,OCO,12,0.857
869,6,1,80,1,0/0/0,70,0/0,14,30,49,0,1,1,9,"Chambers III, C.",88,380,1,0,304,"Chambers III, C.",DT,1,7,80,90,2,0,0,76,0,2,24,SJS,5,0.35700000000000004
870,6,1,70,1,0/0/0,75,0/0,14,30,51,0,1,1,9,"Joshua, C.",87,380,1,0,304,"Joshua, C.",DE,1,7,80,88,0,0,0,75,0,7,22,SJS,5,0.35700000000000004
871,6,1,70,1,0/0/0,65,1/0,14,25,45,1,1,1,9,"Kane III, T.",66,380,1,16,304,"Kane III, T.",LB,1,7,78,55,7,0,0,65,0,0,59,SJS,5,0.35700000000000004
872,6,1,73,1,0/0/0,70,1/0,14,50,80,0,1,1,9,"Washington, L.",80,380,1,0,304,"Washington, L.",LB,1,7,80,72,4,0,0,72,0,0,36,SJS,5,0.35700000000000004
873,6,1,33,1,0/0/0,68,0/1,14,16,55,0,1,1,9,"Willey, M.",68,380,47,0,304,"Willey, M.",C,79,7,55,77,0,0,0,12,0,0,0,SJS,5,0.35700000000000004
874,6,1,74,1,0/0/0,70,0/0,14,70,70,3,1,1,9,"Lewith, T.",81,380,1,6,304,"Lewith, T.",FS,1,7,90,40,0,0,0,68,1,1,111,SJS,5,0.35700000000000004
875,6,1,45,1,0/0/0,60,0/1,11,20,60,0,1,1,9,"Brownce, B.",66,380,69,0,304,"Brownce, B.",C,68,7,35,68,0,0,0,35,0,0,0,SJS,5,0.35700000000000004
876,6,91,71,91,0/0/0,74,0/1,14,15,91,0,1,1,9,"Orosz, C.",95,380,1,0,304,"Orosz, C.",QB,1,7,66,52,0,0,0,15,0,0,0,SJS,5,0.35700000000000004
877,6,1,90,1,0/0/0,81,1/0,14,75,80,2,1,1,9,"Bayley, B.",98,380,13,19,304,"Bayley, B.",CB,13,7,99,65,0,0,0,70,0,0,90,SJS,5,0.35700000000000004
878,6,1,93,1,0/0/0,80,0/0,14,80,75,0,1,1,9,"Brill, J.",92,380,1,1,304,"Brill, J.",SS,1,7,90,70,14,0,0,75,0,0,80,SJS,5,0.35700000000000004
879,6,1,53,1,0/0/0,65,0/2,14,70,45,0,1,1,9,"Bottles, B.",64,380,42,0,304,"Bottles, B.",TE,42,7,66,45,0,0,0,25,0,0,0,SJS,5,0.35700000000000004
880,6,1,80,1,0/0/0,80,0/0,14,75,77,3,1,1,9,"Canton, J.",89,380,5,22,304,"Canton, J.",CB,5,7,100,50,0,0,0,50,0,0,74,SJS,5,0.35700000000000004
881,6,1,80,1,0/0/0,80,0/1,14,88,60,0,1,1,9,"Weston, S.",88,380,16,0,304,"Weston, S.",WR,17,7,99,56,0,0,0,20,0,0,0,SJS,5,0.35700000000000004
882,6,1,84,1,0/0/0,70,1/1,14,71,70,1,1,1,9,"Hansen, A.",87,380,1,7,304,"Hansen, A.",FS,1,7,92,59,9,0,0,69,0,0,72,SJS,5,0.35700000000000004
883,6,1,75,1,0/0/0,73,1/1,14,35,52,0,1,1,9,"Sandoval, R.",88,380,1,0,304,"Sandoval, R.",DT,1,7,71,94,13,0,0,73,0,3,45,SJS,5,0.35700000000000004
884,6,1,74,1,0/0/0,70,0/0,14,30,70,0,1,1,9,"Okonkwo, C.",94,380,1,0,304,"Okonkwo, C.",DE,1,7,80,90,5,0,0,90,0,9,41,SJS,5,0.35700000000000004
885,7,1,80,1,0/0/0,68,0/0,14,35,53,0,1,1,4,"Davidson, D.",89,303,1,0,426,"Davidson, D.",DE,1,7,85,80,2,1,0,75,0,8,21,PHI,10,0.7140000000000001
886,7,1,60,1,0/0/0,84,1/1,14,55,75,0,1,1,4,"Kamaka, E.",100,303,1,0,426,"Kamaka, E.",DT,1,7,70,100,10,0,0,90,0,2,33,PHI,10,0.7140000000000001
887,7,25,77,25,0/0/0,67,1/0,14,65,85,3,1,1,4,"Rove, C.",83,303,1,20,426,"Rove, C.",CB,1,7,91,60,0,0,0,50,0,0,64,PHI,10,0.7140000000000001
888,7,1,92,1,0/0/0,87,1/0,14,75,80,3,1,1,4,"Marmeladov, V.",93,303,1,6,426,"Marmeladov, V.",FS,1,7,92,70,12,0,0,75,0,0,61,PHI,10,0.7140000000000001
889,7,1,80,1,0/0/0,70,1/1,14,31,50,2,1,1,4,"Tucker, P.",85,303,1,10,426,"Tucker, P.",LB,1,7,85,84,4,0,0,80,0,2,86,PHI,10,0.7140000000000001
890,7,1,93,1,0/0/0,81,0/0,14,70,89,5,1,1,4,"Cushing, K.",96,303,13,20,426,"Cushing, K.",CB,17,7,94,68,0,0,0,71,1,0,56,PHI,10,0.7140000000000001
891,7,1,70,1,0/0/0,70,1/1,14,35,50,0,1,1,4,"Bagwell, N.",87,303,1,0,426,"Bagwell, N.",DE,1,7,85,83,3,0,0,73,0,7,24,PHI,10,0.7140000000000001
892,7,3,80,3,0/0/0,71,3/0,14,36,70,0,1,1,4,"Lee, J.",92,303,7,11,426,"Lee, J.",LB,7,7,85,85,13,0,0,91,0,1,98,PHI,10,0.7140000000000001
893,7,1,85,1,0/0/0,78,1/0,14,55,83,1,1,1,4,"Hendrix, M.",96,303,1,9,426,"Hendrix, M.",LB,1,7,85,85,8,0,0,94,0,1,101,PHI,10,0.7140000000000001
894,7,1,80,1,1/0/0,74,0/0,14,30,70,0,1,1,4,"King, G.",85,303,1,0,426,"King, G.",DT,1,7,70,90,7,0,0,70,0,2,38,PHI,10,0.7140000000000001
895,7,1,82,1,0/0/0,73,0/1,14,75,74,1,1,1,4,"Flock, R.",87,303,3,3,426,"Flock, R.",SS,3,7,90,70,19,0,0,70,0,0,73,PHI,10,0.7140000000000001
896,7,15,80,15,0/0/0,70,0/1,14,40,30,0,1,1,4,"Kroetch, D.",77,303,20,0,426,"Kroetch, D.",RB,20,7,98,65,0,0,0,20,0,0,0,PHI,10,0.7140000000000001
897,8,1,85,1,0/0/0,80,2/0,14,55,84,1,1,1,10,"Sharpei, V.",93,366,5,7,304,"Sharpei, V.",LB,5,7,85,85,14,0,0,86,0,4,140,NO,4,0.28600000000000003
898,8,1,52,1,0/0/0,62,0/1,14,30,48,0,1,1,10,"Cox, J.",77,366,1,0,304,"Cox, J.",DE,1,7,80,80,2,0,0,61,0,7,24,NO,4,0.28600000000000003
899,8,1,58,1,0/0/0,70,1/0,14,37,43,0,1,1,10,"Tomlinson, A.",84,366,3,0,304,"Tomlinson, A.",DE,3,7,85,80,3,0,0,70,0,0,32,NO,4,0.28600000000000003
900,8,1,75,1,0/0/0,81,1/0,14,25,75,0,1,1,10,"Askins, J.",94,366,1,0,304,"Askins, J.",DT,1,7,75,95,9,0,0,80,0,2,35,NO,4,0.28600000000000003
901,8,1,70,1,0/0/0,70,0/0,14,64,50,0,1,1,10,"Zhang, S.",79,366,1,3,304,"Zhang, S.",CB,1,7,96,35,3,0,0,50,0,0,39,NO,4,0.28600000000000003
902,8,1,73,1,0/0/0,73,0/0,14,72,70,4,1,1,10,"Verns, D.",85,366,7,13,304,"Verns, D.",FS,7,7,93,66,5,0,0,70,0,0,65,NO,4,0.28600000000000003
903,8,1,77,1,0/0/0,57,0/0,14,71,70,2,1,1,10,"Brister, T.",87,366,5,18,304,"Brister, T.",CB,5,7,90,53,0,0,0,70,1,0,77,NO,4,0.28600000000000003
904,8,1,94,1,0/0/0,80,0/0,14,73,70,5,1,1,10,"Oakes, B.",91,366,1,8,304,"Oakes, B.",FS,1,7,95,60,16,0,0,60,2,0,78,NO,4,0.28600000000000003
905,8,1,89,1,0/0/0,70,1/2,14,25,80,0,1,1,10,"Mills, B.",86,366,1,11,304,"Mills, B.",LB,1,7,90,80,12,0,0,70,0,0,93,NO,4,0.28600000000000003
906,8,1,85,1,0/0/0,77,0/0,14,70,70,2,1,1,10,"Broxton, J.",90,366,1,4,304,"Broxton, J.",FS,1,7,95,70,10,0,0,70,0,0,96,NO,4,0.28600000000000003
907,8,1,80,1,0/0/0,76,1/0,14,49,77,1,1,1,10,"O'Sullivan, J.",91,366,13,14,304,"O'Sullivan, J.",LB,13,7,90,80,6,0,0,86,0,1,119,NO,4,0.28600000000000003
908,8,1,55,1,0/0/0,70,0/0,14,25,50,0,1,1,10,"Andres, J.",78,366,1,0,304,"Andres, J.",DE,1,7,80,80,1,0,0,60,0,5,11,NO,4,0.28600000000000003
909,8,15,89,15,0/0/0,71,0/1,14,70,61,0,1,1,10,"Savea, A.",92,366,31,0,304,"Savea, A.",RB,31,7,95,80,0,0,0,26,0,0,0,NO,4,0.28600000000000003
910,1,1,70,1,0/0/0,60,0/1,14,20,55,0,1,1,7,"Steele, R.",87,329,83,0,403,"Steele, R.",G,82,8,70,100,0,0,0,35,0,0,0,BAL,7,0.5
911,1,1,75,1,0/0/0,70,0/0,14,30,45,0,1,1,7,"(R) Gambino, C.",82,329,1,0,403,"(R) Gambino, C.",DE,1,8,80,85,4,0,0,60,0,7,22,BAL,7,0.5
912,1,1,75,1,0/0/0,80,2/1,14,26,70,0,1,1,7,"Asipi Jr., A.",93,329,1,0,403,"Asipi Jr., A.",DE,2,8,80,90,11,1,0,84,0,11,47,BAL,7,0.5
913,1,1,91,1,0/0/0,85,0/0,14,75,75,3,1,1,7,"Marmeladov, V.",92,329,1,4,403,"Marmeladov, V.",FS,1,8,90,70,2,0,0,75,1,1,66,BAL,7,0.5
914,1,1,95,1,0/0/0,70,0/0,14,75,85,6,1,1,7,"Delacour, A.",99,329,1,14,403,"Delacour, A.",CB,1,8,100,60,0,0,0,70,0,1,80,BAL,7,0.5
915,1,1,89,1,0/0/0,80,0/0,14,75,76,2,1,1,7,"Turner, D.",90,329,9,19,403,"Turner, D.",CB,9,8,91,48,0,0,0,60,1,0,56,BAL,7,0.5
916,1,1,82,1,0/0/0,65,2/2,14,51,82,0,1,1,7,"Goodson, N.",90,329,1,16,403,"Goodson, N.",LB,1,8,85,80,4,0,0,85,0,1,81,BAL,7,0.5
917,1,1,80,1,0/0/0,60,0/0,14,73,79,3,1,1,7,"Fletcher, G.",90,329,1,10,403,"Fletcher, G.",CB,1,8,100,50,0,0,0,60,0,2,84,BAL,7,0.5
918,1,1,85,1,0/0/0,71,1/0,14,75,75,0,1,1,7,"Valentine, V.",90,329,1,8,403,"Valentine, V.",SS,1,8,90,72,6,0,0,80,0,5,85,BAL,7,0.5
919,1,1,75,1,0/0/0,90,0/0,14,50,70,0,1,1,7,"Hendrix, K.",98,329,1,0,403,"Hendrix, K.",DE,1,8,80,90,14,0,0,95,0,1,51,BAL,7,0.5
920,1,1,51,1,0/0/0,71,0/0,14,25,45,0,1,1,7,"Broadway, E.",82,329,1,0,403,"Broadway, E.",DT,1,8,70,92,5,0,0,65,0,0,23,BAL,7,0.5
921,1,25,77,25,0/0/0,67,0/0,10,65,85,2,1,1,7,"Rove, C.",83,329,1,9,403,"Rove, C.",CB,1,8,91,60,0,0,0,50,0,0,40,BAL,7,0.5
922,1,1,85,1,0/0/0,76,0/0,14,30,80,1,1,1,7,"Roenick, A.",92,329,1,12,403,"Roenick, A.",LB,1,8,85,85,6,0,0,85,0,3,89,BAL,7,0.5
923,2,1,90,1,0/0/0,70,2/1,14,70,70,4,1,1,3,"Hardrool, C.",91,286,1,8,446,"Hardrool, C.",FS,1,8,94,70,0,0,0,75,0,0,80,YKW,11,0.7859999999999999
924,2,1,84,1,0/0/0,71,0/0,14,80,71,3,1,1,3,"Carter, P.",91,286,1,29,446,"Carter, P.",CB,1,8,90,60,0,0,0,62,0,0,71,YKW,11,0.7859999999999999
925,2,1,93,1,0/0/0,86,0/1,14,75,75,2,1,1,3,"Taylor, C.",94,286,5,8,446,"Taylor, C.",SS,5,8,90,75,4,0,0,80,1,1,71,YKW,11,0.7859999999999999
926,2,1,72,1,0/0/0,70,0/0,14,41,74,0,1,1,3,"(R) Pennington, C.",84,286,1,1,446,"(R) Pennington, C.",LB,1,8,80,87,4,0,0,74,0,0,72,YKW,11,0.7859999999999999
927,2,25,90,25,0/0/0,100,2/1,14,50,80,0,20,25,3,"Tweed, B.",96,286,25,11,446,"Tweed, B.",LB,25,8,90,80,14,1,0,90,0,2,105,YKW,11,0.7859999999999999
928,2,1,90,1,0/0/0,71,1/1,14,57,70,1,1,1,3,"Kane, M.",90,286,1,7,446,"Kane, M.",SS,2,8,85,80,8,0,0,80,0,5,74,YKW,11,0.7859999999999999
929,2,1,45,1,0/0/0,60,1/1,14,30,40,0,1,1,3,"Knuckles, U.",70,286,1,0,446,"Knuckles, U.",DE,1,8,77,71,0,0,0,56,0,0,7,YKW,11,0.7859999999999999
930,2,1,85,1,0/0/0,80,2/1,14,55,83,1,1,1,3,"Hendrix, M.",96,286,1,20,446,"Hendrix, M.",LB,1,8,85,85,9,0,0,94,0,4,78,YKW,11,0.7859999999999999
931,2,1,60,1,0/0/0,68,0/0,14,35,40,0,1,1,3,"(R) Skinner, Z.",77,286,1,0,446,"(R) Skinner, Z.",DE,1,8,78,80,4,0,0,58,0,2,27,YKW,11,0.7859999999999999
932,2,15,77,15,0/0/0,71,0/1,8,66,50,0,1,1,3,"Gore, B.",78,286,24,0,446,"Gore, B.",RB,29,8,81,71,0,0,0,24,0,0,0,YKW,11,0.7859999999999999
933,2,1,75,1,0/0/0,80,0/0,14,25,70,0,1,1,3,"Maddox, R.",92,286,1,0,446,"Maddox, R.",DE,1,8,80,90,11,0,0,80,0,9,51,YKW,11,0.7859999999999999
934,2,15,80,15,0/0/0,80,0/1,14,56,51,0,1,1,3,"Rainey, R.",84,286,20,0,446,"Rainey, R.",RB,25,8,90,85,0,0,0,20,0,0,0,YKW,11,0.7859999999999999
935,2,1,75,1,0/0/0,95,0/0,14,25,70,0,1,1,3,"Tuck, J.",98,286,1,0,446,"Tuck, J.",DE,1,8,80,90,7,0,0,95,0,3,25,YKW,11,0.7859999999999999
936,2,25,100,25,0/0/0,100,0/0,14,75,85,4,5,25,3,"Lavelle, D.",100,286,25,18,446,"Lavelle, D.",CB,25,8,100,65,0,0,0,70,2,0,56,YKW,11,0.7859999999999999
937,2,90,90,90,0/0/0,86,0/2,14,35,90,0,1,1,3,"Akselsen, M.",99,286,1,0,446,"Akselsen, M.",QB,1,8,90,60,0,0,0,15,0,0,0,YKW,11,0.7859999999999999
938,2,1,70,1,0/0/0,70,0/1,14,20,65,0,1,1,3,"Amper, T.",82,286,77,0,446,"Amper, T.",C,75,8,70,90,0,0,0,35,0,0,0,YKW,11,0.7859999999999999
939,2,1,70,1,0/0/0,74,0/0,14,29,70,0,1,1,3,"Ridley, W.",83,286,1,3,446,"Ridley, W.",LB,1,8,80,76,2,0,0,82,0,3,30,YKW,11,0.7859999999999999
940,3,1,80,1,0/0/0,64,0/0,14,30,70,0,1,1,8,"Pierno, N.",86,338,1,0,240,"Pierno, N.",DT,1,8,80,90,5,0,0,71,0,5,27,COL,6,0.429
941,3,1,75,1,0/0/0,75,1/0,14,25,75,0,1,1,8,"Miller, D.",98,338,1,0,240,"Miller, D.",DT,1,8,75,95,7,0,0,90,0,3,40,COL,6,0.429
942,3,1,80,1,1/0/0,77,1/0,14,77,75,2,1,1,8,"Tillman, M.",86,338,5,18,240,"Tillman, M.",SS,5,8,87,70,0,0,0,73,0,0,66,COL,6,0.429
943,3,1,72,1,0/0/0,65,1/2,14,50,55,0,1,1,8,"Ruckus, B.",75,338,1,1,240,"Ruckus, B.",SS,1,8,78,70,2,0,0,68,0,1,56,COL,6,0.429
944,3,1,82,1,0/0/0,60,0/0,14,50,70,1,1,1,8,"Danger, D.",75,338,1,3,240,"Danger, D.",CB,1,8,80,50,1,0,0,50,0,0,50,COL,6,0.429
945,3,1,75,1,0/0/0,82,0/0,14,35,75,0,1,1,8,"Sandoval, A.",98,338,1,0,240,"Sandoval, A.",DE,1,8,85,85,8,0,0,95,0,8,53,COL,6,0.429
