,teamID,ACC,AGI,ARM,END,G,HND,INT,KAc,KDi,KR,KR Avg,KR Lg,KR TD,KR Yds,L,Name,OVR,PA,PBl,PF,PR,PR Avg,PR Lg,PR TD,PR Yds,Player,Pos,RBl,S,SPE,STR,T,TCK,Team,W,WPct
134,6,1,90,1,89,14,90,72,1,1,34,22.8,96,1,774,6,"Jackson, M.",87,374,14,343,0,0.0,0,0,0,"Jackson, M.",WR,14,5,91,37,0,35,SJS,8,0.5710000000000001
135,6,1,80,1,80,14,75,77,1,1,1,-2.0,0,0,-2,6,"Canton, J.",89,374,5,343,0,0.0,0,0,0,"Canton, J.",CB,5,5,100,50,0,50,SJS,8,0.5710000000000001
136,6,1,89,1,73,14,81,72,1,1,1,0.0,0,0,0,6,"Jefferson, L.",92,374,11,343,0,0.0,0,0,0,"Jefferson, L.",FS,11,5,90,69,0,74,SJS,8,0.5710000000000001
137,6,1,80,1,80,14,86,60,1,1,41,25.0,57,0,1027,6,"Weston, S.",87,374,16,343,31,6.9,18,0,215,"Weston, S.",WR,17,5,97,55,0,20,SJS,8,0.5710000000000001
138,6,1,84,1,80,14,80,70,1,1,1,-2.0,0,0,-2,6,"Brill, J.",87,374,1,343,0,0.0,0,0,0,"Brill, J.",SS,1,5,86,70,0,75,SJS,8,0.5710000000000001
139,7,1,92,1,79,14,66,86,1,1,0,0.0,0,0,0,6,"Cushing, K.",93,339,13,405,16,10.7,57,0,171,"Cushing, K.",CB,13,5,93,63,0,69,PHI,8,0.5710000000000001
140,7,1,75,15,65,14,40,30,1,1,36,21.2,39,0,762,6,"Kroetch, D.",75,339,20,405,0,0.0,0,0,0,"Kroetch, D.",RB,20,5,95,70,0,20,PHI,8,0.5710000000000001
141,7,3,92,3,85,14,86,60,3,3,0,0.0,0,0,0,6,"Garden, J.",91,339,32,405,5,5.8,14,0,29,"Garden, J.",WR,32,5,92,65,0,34,PHI,8,0.5710000000000001
142,7,1,79,1,80,14,80,70,1,1,0,0.0,0,0,0,6,"DiMirio, P.",93,339,50,405,4,9.5,18,0,38,"DiMirio, P.",TE,50,5,89,80,0,35,PHI,8,0.5710000000000001
143,7,1,80,1,70,14,31,50,1,1,1,3.0,3,0,3,6,"Tucker, P.",85,339,1,405,0,0.0,0,0,0,"Tucker, P.",LB,1,5,85,84,0,80,PHI,8,0.5710000000000001
144,7,1,90,1,74,14,72,80,1,1,35,32.0,97,1,1120,6,"Oles, T.",95,339,17,405,0,0.0,0,0,0,"Oles, T.",CB,17,5,96,65,0,70,PHI,8,0.5710000000000001
145,8,1,95,1,72,14,81,60,1,1,44,28.7,99,0,1264,13,"Evans, D.",89,453,10,296,29,10.8,21,0,314,"Evans, D.",WR,10,5,100,50,0,20,LV,1,0.071
146,8,1,80,1,71,14,70,70,1,1,36,24.9,55,0,898,13,"Oakes, B.",82,453,1,296,0,0.0,0,0,0,"Oakes, B.",FS,1,5,90,50,0,60,LV,1,0.071
147,8,1,75,1,84,14,75,65,1,1,1,0.0,0,0,0,13,"Askins, J.",87,453,53,296,0,0.0,0,0,0,"Askins, J.",TE,70,5,80,76,0,30,LV,1,0.071
148,1,1,73,1,65,14,51,74,1,1,1,-3.0,0,0,-3,7,"Goodson, N.",87,351,1,397,0,0.0,0,0,0,"Goodson, N.",LB,1,6,85,80,0,84,BAL,7,0.5
149,1,1,95,1,84,14,90,61,1,1,42,32.0,105,2,1346,7,"Willie, T.",91,351,26,397,0,0.0,0,0,0,"Willie, T.",WR,26,6,95,52,0,35,BAL,7,0.5
150,1,1,94,1,70,14,90,71,1,1,35,24.4,45,0,854,7,"LeClair, A.",89,351,10,397,0,0.0,0,0,0,"LeClair, A.",WR,10,6,95,45,0,20,BAL,7,0.5
151,1,1,94,1,70,14,75,85,1,1,0,0.0,0,0,0,7,"Delacour, A.",97,351,5,397,24,7.7,21,0,184,"Delacour, A.",CB,5,6,100,60,0,60,BAL,7,0.5
152,2,1,76,1,71,14,72,75,1,1,1,2.0,2,0,2,6,"Taylor, C.",87,339,5,385,0,0.0,0,0,0,"Taylor, C.",SS,5,6,90,73,1,80,YKW,7,0.536
153,2,3,99,3,86,14,75,84,3,3,34,25.9,47,0,882,6,"Lavelle, D.",100,339,24,385,34,13.7,71,1,466,"Lavelle, D.",CB,24,6,99,59,1,69,YKW,7,0.536
154,2,3,90,3,81,14,96,70,3,3,34,26.0,108,3,885,6,"Cook, B.",94,339,35,385,0,0.0,0,0,0,"Cook, B.",WR,42,6,90,70,1,35,YKW,7,0.536
155,3,1,86,1,72,14,72,75,1,1,50,25.1,42,0,1254,14,"Bly Jr., A.",92,541,13,197,33,7.5,39,0,246,"Bly Jr., A.",CB,13,6,93,61,0,70,COL,0,0.0
156,3,15,94,15,99,14,72,74,1,1,46,26.2,99,1,1206,14,"Tweed, B.",97,541,40,197,0,0.0,0,0,0,"Tweed, B.",RB,40,6,100,70,0,41,COL,0,0.0
157,4,15,88,15,77,14,70,40,1,1,45,29.8,107,1,1339,6,"Mackworthy, R.",89,374,22,336,0,0.0,0,0,0,"Mackworthy, R.",RB,22,6,100,70,0,20,AZ,8,0.5710000000000001
158,4,1,90,1,73,14,61,72,1,1,0,0.0,0,0,0,6,"Hayden, A.",85,374,1,336,19,8.3,31,0,158,"Hayden, A.",CB,1,6,95,42,0,47,AZ,8,0.5710000000000001
159,4,1,73,1,71,14,82,48,1,1,36,22.8,78,0,822,6,"Browning, B.",83,374,26,336,0,0.0,0,0,0,"Browning, B.",WR,26,6,100,50,0,20,AZ,8,0.5710000000000001
160,5,1,75,1,90,14,25,73,1,1,1,3.0,3,0,3,3,"Clegane, G.",97,254,1,471,0,0.0,0,0,0,"Clegane, G.",DT,1,6,75,95,0,86,OCO,11,0.7859999999999999
161,5,1,90,1,81,14,89,60,1,1,1,-2.0,0,0,-2,3,"Phelps, R.",89,254,22,471,0,0.0,0,0,0,"Phelps, R.",WR,22,6,90,61,0,22,OCO,11,0.7859999999999999
162,5,15,84,15,85,14,75,52,1,1,23,23.5,44,0,540,3,"Yates, J.",90,254,24,471,0,0.0,0,0,0,"Yates, J.",RB,24,6,100,70,0,20,OCO,11,0.7859999999999999
163,5,1,72,1,70,14,71,70,1,1,1,-3.0,0,0,-3,3,"King, J.",85,254,1,471,0,0.0,0,0,0,"King, J.",CB,1,6,95,50,0,60,OCO,11,0.7859999999999999
164,5,1,84,1,84,14,71,80,1,1,1,-1.0,0,0,-1,3,"Spector, M.",95,254,9,471,0,0.0,0,0,0,"Spector, M.",CB,9,6,99,65,0,70,OCO,11,0.7859999999999999
165,5,1,97,1,94,14,90,70,1,1,28,23.3,44,0,653,3,"Westfield, B.",95,254,19,471,42,12.4,69,2,521,"Westfield, B.",WR,19,6,95,65,0,28,OCO,11,0.7859999999999999
166,6,1,65,1,60,14,20,60,1,1,1,0.0,0,0,0,3,"Probincrux III, D.",88,302,84,386,0,0.0,0,0,0,"Probincrux III, D.",G,85,6,65,98,0,35,SJS,11,0.7859999999999999
167,6,1,53,1,66,14,12,41,1,1,1,-3.0,0,0,-3,3,"Taylor, B.",60,302,69,386,0,0.0,0,0,0,"Taylor, B.",C,50,6,47,85,0,22,SJS,11,0.7859999999999999
168,6,1,80,1,80,14,88,60,1,1,32,27.5,98,1,880,3,"Weston, S.",88,302,16,386,37,10.1,19,0,374,"Weston, S.",WR,17,6,98,56,0,20,SJS,11,0.7859999999999999
169,6,1,90,1,89,14,90,72,1,1,32,21.7,40,0,694,3,"Jackson, M.",89,302,14,386,0,0.0,0,0,0,"Jackson, M.",WR,14,6,96,37,0,35,SJS,11,0.7859999999999999
170,7,1,80,15,70,14,40,30,1,1,36,27.2,108,1,980,5,"Kroetch, D.",77,313,20,440,0,0.0,0,0,0,"Kroetch, D.",RB,20,6,96,65,0,20,PHI,9,0.643
171,7,1,81,1,84,14,80,75,1,1,0,0.0,0,0,0,5,"DiMirio, P.",95,313,50,440,2,6.5,8,0,13,"DiMirio, P.",TE,50,6,90,80,0,35,PHI,9,0.643
172,7,3,92,3,85,14,86,60,3,3,31,26.4,57,0,818,5,"Garden, J.",91,313,32,440,37,10.4,69,0,383,"Garden, J.",WR,32,6,92,65,0,34,PHI,9,0.643
173,8,15,88,15,71,14,70,44,1,1,13,20.4,40,0,265,11,"Savea, A.",88,377,31,239,0,0.0,0,0,0,"Savea, A.",RB,31,6,91,80,1,26,NO,2,0.179
174,8,1,95,1,80,14,85,70,1,1,37,28.5,99,0,1053,11,"Evans, D.",94,377,10,239,32,11.2,73,1,357,"Evans, D.",WR,10,6,100,65,1,20,NO,2,0.179
175,8,1,89,1,71,14,70,70,1,1,25,24.0,39,0,600,11,"Oakes, B.",86,377,1,239,0,0.0,0,0,0,"Oakes, B.",FS,1,6,92,56,1,60,NO,2,0.179
176,1,1,100,1,89,14,90,64,1,1,31,28.3,48,0,878,7,"Willie, T.",95,333,26,405,0,0.0,0,0,0,"Willie, T.",WR,34,7,95,65,0,35,BAL,7,0.5
177,1,1,100,1,70,14,90,76,1,1,45,28.8,47,0,1297,7,"LeClair, A.",91,333,10,405,0,0.0,0,0,0,"LeClair, A.",WR,10,7,95,45,0,20,BAL,7,0.5
178,1,1,100,1,76,14,75,85,1,1,0,0.0,0,0,0,7,"Delacour, A.",100,333,5,405,29,11.8,75,1,343,"Delacour, A.",CB,5,7,100,65,0,70,BAL,7,0.5
179,2,1,74,1,58,14,65,53,1,1,1,-3.0,0,0,-3,1,"Cutter, D.",75,272,3,468,0,0.0,0,0,0,"Cutter, D.",CB,3,7,80,38,0,54,YKW,13,0.929
180,2,1,95,1,80,14,90,82,1,1,6,28.5,41,0,171,1,"Kennedy, E.",97,272,10,468,0,0.0,0,0,0,"Kennedy, E.",WR,27,7,100,65,0,20,YKW,13,0.929
181,2,3,99,3,96,14,75,85,3,3,24,28.8,91,0,692,1,"Lavelle, D.",100,272,25,468,39,10.2,86,2,399,"Lavelle, D.",CB,25,7,99,62,0,70,YKW,13,0.929
182,2,3,90,3,81,14,96,70,3,3,27,32.7,102,1,882,1,"Cook, B.",94,272,35,468,0,0.0,0,0,0,"Cook, B.",WR,42,7,90,70,0,35,YKW,13,0.929
183,3,1,90,1,72,14,73,82,1,1,49,22.9,44,0,1121,14,"Bly Jr., A.",96,501,13,137,21,8.2,20,0,173,"Bly Jr., A.",CB,13,7,95,67,0,70,COL,0,0.0
184,3,1,80,1,64,14,81,40,1,1,47,23.4,77,0,1098,14,"Miller, H.",81,501,10,137,0,0.0,0,0,0,"(R) Miller, H.",WR,10,7,95,55,0,20,COL,0,0.0
185,4,15,90,15,78,14,70,40,1,1,46,27.1,95,0,1247,9,"Mackworthy, R.",91,433,22,357,21,13.0,76,2,274,"Mackworthy, R.",RB,22,7,100,75,0,20,AZ,5,0.35700000000000004
186,4,1,85,1,71,14,82,48,1,1,44,24.3,105,1,1070,9,"Browning, B.",86,433,26,357,0,0.0,0,0,0,"Browning, B.",WR,26,7,100,50,0,20,AZ,5,0.35700000000000004
187,5,15,84,15,85,14,75,52,1,1,29,23.2,43,0,674,2,"Yates, J.",55,274,24,461,0,0.0,0,0,0,"Yates, J.",FB,24,7,100,70,0,20,OCO,12,0.857
188,5,25,85,25,100,14,55,85,23,25,1,2.0,2,0,2,2,"Winchester, A.",98,274,25,461,0,0.0,0,0,0,"Winchester, A.",LB,25,7,85,85,0,95,OCO,12,0.857
189,5,1,100,1,99,14,90,80,1,1,34,30.9,108,1,1050,2,"Westfield, B.",97,274,21,461,47,6.7,21,0,313,"Westfield, B.",WR,21,7,95,65,0,32,OCO,12,0.857
190,6,1,97,1,89,14,90,72,1,1,37,32.0,97,1,1185,9,"Jackson, M.",90,380,14,304,0,0.0,0,0,0,"Jackson, M.",WR,14,7,95,37,0,35,SJS,5,0.35700000000000004
191,6,1,63,1,65,14,26,60,1,1,1,1.0,1,0,1,9,"Chunk, L.",70,380,1,304,0,0.0,0,0,0,"Chunk, L.",LB,1,7,70,70,0,67,SJS,5,0.35700000000000004
192,6,1,80,1,80,14,88,60,1,1,45,28.2,93,0,1267,9,"Weston, S.",88,380,16,304,38,9.4,65,2,359,"Weston, S.",WR,17,7,99,56,0,20,SJS,5,0.35700000000000004
193,7,15,80,15,70,14,40,30,1,1,29,27.6,75,0,800,4,"Kroetch, D.",77,303,20,426,0,0.0,0,0,0,"Kroetch, D.",RB,20,7,98,65,0,20,PHI,10,0.7140000000000001
194,7,3,92,3,85,14,86,60,3,3,35,28.9,44,0,1013,4,"Garden, J.",91,303,32,426,4,11.8,18,0,47,"Garden, J.",WR,32,7,92,65,0,34,PHI,10,0.7140000000000001
195,7,1,93,1,81,14,70,89,1,1,1,-1.0,0,0,-1,4,"Cushing, K.",96,303,13,426,24,9.6,19,0,230,"Cushing, K.",CB,17,7,94,68,0,71,PHI,10,0.7140000000000001
196,7,1,85,1,91,14,80,75,1,1,0,0.0,0,0,0,4,"DiMirio, P.",82,303,50,426,9,4.6,11,0,41,"DiMirio, P.",FB,50,7,90,80,0,35,PHI,10,0.7140000000000001
197,7,1,85,1,80,14,89,53,1,1,1,-1.0,0,0,-1,4,"North, F.",89,303,24,426,0,0.0,0,0,0,"North, F.",WR,24,7,95,62,0,26,PHI,10,0.7140000000000001
198,8,1,94,1,80,14,73,70,1,1,35,29.5,93,1,1031,10,"Oakes, B.",91,366,1,304,0,0.0,0,0,0,"Oakes, B.",FS,1,7,95,60,0,60,NO,4,0.28600000000000003
199,8,1,85,1,77,14,70,70,1,1,6,32.2,42,0,193,10,"Broxton, J.",90,366,1,304,10,7.8,19,0,78,"Broxton, J.",FS,1,7,95,70,0,70,NO,4,0.28600000000000003
200,8,1,95,1,81,14,86,80,1,1,34,24.8,44,0,842,10,"Evans, D.",95,366,10,304,45,11.4,66,0,511,"Evans, D.",WR,10,7,100,65,0,20,NO,4,0.28600000000000003
201,1,1,100,1,89,14,90,64,1,1,38,23.1,48,0,879,7,"Willie, T.",95,329,26,403,0,0.0,0,0,0,"Willie, T.",WR,34,8,95,65,0,35,BAL,7,0.5
202,1,1,93,1,70,14,90,80,1,1,33,27.6,99,1,912,7,"LeClair, A.",93,329,10,403,0,0.0,0,0,0,"LeClair, A.",WR,10,8,95,65,0,20,BAL,7,0.5
203,1,1,95,1,70,14,75,85,1,1,0,0.0,0,0,0,7,"Delacour, A.",99,329,1,403,31,10.7,85,1,333,"Delacour, A.",CB,1,8,100,60,0,70,BAL,7,0.5
204,2,15,80,15,80,14,56,51,1,1,2,12.0,15,0,24,3,"Rainey, R.",84,286,20,446,0,0.0,0,0,0,"Rainey, R.",RB,25,8,90,85,0,20,YKW,11,0.7859999999999999
205,2,25,100,25,100,14,75,85,5,25,34,27.4,49,0,931,3,"Lavelle, D.",100,286,25,446,9,7.8,20,0,70,"Lavelle, D.",CB,25,8,100,65,0,70,YKW,11,0.7859999999999999
206,2,1,85,3,81,14,92,67,1,1,0,0.0,0,0,0,3,"Cook, B.",91,286,20,446,21,13.0,71,1,272,"Cook, B.",WR,40,8,90,70,0,20,YKW,11,0.7859999999999999
207,2,1,95,1,90,14,90,84,1,1,27,25.2,94,1,681,3,"Kennedy, E.",98,286,10,446,0,0.0,0,0,0,"Kennedy, E.",WR,35,8,100,65,0,28,YKW,11,0.7859999999999999
208,3,15,80,15,70,14,40,30,1,1,29,22.8,42,0,662,8,"Kroetch, D.",77,338,20,240,0,0.0,0,0,0,"Kroetch, D.",RB,20,8,98,65,0,20,COL,6,0.429
209,3,1,80,1,80,14,82,40,1,1,44,24.6,42,0,1084,8,"Miller, H.",86,338,10,240,0,0.0,0,0,0,"Miller, H.",WR,10,8,100,60,0,20,COL,6,0.429
210,3,1,93,1,85,14,80,83,1,1,17,26.6,98,1,453,8,"Bly Jr., A.",99,338,13,240,26,5.8,19,0,152,"Bly Jr., A.",CB,13,8,95,70,0,70,COL,6,0.429
211,4,15,85,15,79,14,70,30,1,1,33,27.1,42,0,894,9,"Mackworthy, R.",88,379,20,338,29,10.5,59,0,304,"Mackworthy, R.",RB,20,8,100,75,0,20,AZ,5,0.35700000000000004
212,4,1,94,1,88,14,75,70,1,1,8,28.9,45,0,231,9,"Morris, D.",94,379,1,338,5,19.2,25,0,96,"Morris, D.",FS,1,8,95,70,0,70,AZ,5,0.35700000000000004
213,4,1,70,1,71,14,80,67,1,1,29,23.3,108,1,676,9,"Wachter, J.",80,379,24,338,0,0.0,0,0,0,"Wachter, J.",WR,24,8,85,62,0,24,AZ,5,0.35700000000000004
214,5,1,100,1,98,14,85,80,1,1,28,26.8,47,0,751,4,"Westfield, B.",95,289,1,432,36,10.6,73,1,381,"Westfield, B.",WR,1,8,95,65,0,22,OCO,10,0.7140000000000001
215,5,1,75,1,70,14,20,55,1,1,6,20.0,29,0,120,4,"Wesson, D.",86,289,80,432,0,0.0,0,0,0,"Wesson, D.",T,80,8,71,100,0,35,OCO,10,0.7140000000000001
216,5,1,90,1,84,14,75,82,1,1,26,26.2,44,0,682,4,"Spector, M.",98,289,9,432,0,0.0,0,0,0,"Spector, M.",CB,9,8,100,65,0,70,OCO,10,0.7140000000000001
217,6,1,80,1,80,14,83,60,1,1,49,20.6,40,0,1011,13,"Weston, S.",84,553,16,191,27,14.5,79,1,391,"Weston, S.",WR,17,8,95,47,0,20,SJS,1,0.071
218,6,1,93,1,88,14,90,72,1,1,56,29.2,104,2,1636,13,"Jackson, M.",89,553,10,191,0,0.0,0,0,0,"Jackson, M.",WR,10,8,94,37,0,35,SJS,1,0.071
219,7,15,90,15,70,14,80,64,1,1,23,24.7,41,0,568,7,"Bush, C.",55,373,25,387,9,7.7,16,0,69,"Bush, C.",FB,25,8,90,62,0,20,PHI,7,0.5
220,7,1,85,1,80,14,89,53,1,1,1,-3.0,0,0,-3,7,"North, F.",89,373,24,387,17,8.9,18,0,151,"North, F.",WR,24,8,95,62,0,26,PHI,7,0.5
221,7,3,92,1,75,14,84,58,1,1,33,24.4,89,0,806,7,"Garden, J.",88,373,25,387,0,0.0,0,0,0,"Garden, J.",WR,25,8,92,60,0,20,PHI,7,0.5
222,8,1,80,1,70,14,65,70,1,1,1,2.0,2,0,2,5,"Harrison, W.",81,303,1,413,0,0.0,0,0,0,"(R) Harrison, W.",FS,1,8,90,60,0,55,NO,9,0.643
223,8,1,92,1,90,14,75,80,1,1,0,0.0,0,0,0,5,"Bayley, B.",99,303,1,413,18,8.7,20,0,157,"Bayley, B.",CB,1,8,100,65,0,70,NO,9,0.643
224,8,1,95,1,87,14,90,80,1,1,37,24.9,47,0,922,5,"Evans, D.",97,303,10,413,13,11.2,21,0,146,"Evans, D.",WR,10,8,100,65,0,20,NO,9,0.643
225,8,1,80,1,80,14,85,80,1,1,1,2.0,2,0,2,5,"Savea, A.",97,303,41,413,0,0.0,0,0,0,"Savea, A.",TE,59,8,85,85,0,30,NO,9,0.643
226,8,1,90,1,91,14,75,75,1,1,28,24.7,45,0,691,5,"Smallwood, D.",96,303,40,413,0,0.0,0,0,0,"Smallwood, D.",RB,40,8,100,70,0,36,NO,9,0.643
227,8,1,85,1,95,14,80,75,1,1,1,2.0,2,0,2,5,"DiMirio, P.",96,303,50,413,0,0.0,0,0,0,"DiMirio, P.",TE,50,8,90,80,0,35,NO,9,0.643
228,1,1,90,1,73,14,70,80,1,1,20,26.0,44,0,519,3,"Delacour, A.",96,240,1,473,35,7.8,81,0,273,"Delacour, A.",CB,1,9,100,65,0,70,BAL,11,0.7859999999999999
229,1,1,85,1,80,14,90,70,1,1,8,29.0,43,0,232,3,"LeClair, A.",91,240,10,473,0,0.0,0,0,0,"LeClair, A.",WR,10,9,95,65,0,20,BAL,11,0.7859999999999999
230,1,1,100,1,89,14,90,64,1,1,30,25.2,44,0,755,3,"Willie, T.",95,240,26,473,0,0.0,0,0,0,"Willie, T.",WR,34,9,95,65,0,35,BAL,11,0.7859999999999999
231,2,1,90,1,100,14,50,80,1,1,1,2.0,2,0,2,7,"Tweed, B.",96,316,25,380,0,0.0,0,0,0,"Tweed, B.",LB,3,9,90,80,0,90,YKW,7,0.5
232,2,25,100,25,100,14,70,80,1,1,32,28.8,98,1,921,7,"Lavelle, D.",100,316,25,380,46,11.6,75,3,532,"Lavelle, D.",CB,23,9,100,65,0,70,YKW,7,0.5
233,2,1,70,1,75,14,25,60,1,1,5,21.4,28,0,107,7,"Maddox, R.",87,316,1,380,0,0.0,0,0,0,"Maddox, R.",DE,1,9,80,90,0,70,YKW,7,0.5
234,2,1,90,1,92,14,90,80,1,1,30,24.8,46,0,743,7,"Kennedy, E.",96,316,10,380,0,0.0,0,0,0,"Kennedy, E.",WR,35,9,100,65,0,20,YKW,7,0.5
235,3,15,75,15,80,14,71,30,1,1,7,33.1,102,1,232,6,"Grau, M.",80,347,20,333,0,0.0,0,0,0,"Grau, M.",RB,20,9,98,50,0,20,COL,8,0.5710000000000001
236,3,1,93,1,90,14,80,85,1,1,21,23.8,43,0,499,6,"Bly Jr., A.",99,347,13,333,23,4.9,20,0,112,"Bly Jr., A.",CB,21,9,95,70,0,72,COL,8,0.5710000000000001
237,3,15,72,15,70,14,40,30,1,1,3,29.3,37,0,88,6,"Kroetch, D.",70,347,20,333,0,0.0,0,0,0,"Kroetch, D.",RB,20,9,98,40,0,20,COL,8,0.5710000000000001
238,3,1,81,1,90,14,85,54,1,1,38,26.3,99,0,998,6,"Miller, H.",90,347,10,333,0,0.0,0,0,0,"Miller, H.",WR,10,9,100,65,0,20,COL,8,0.5710000000000001
239,4,1,94,1,88,14,75,75,1,1,38,27.5,108,1,1046,11,"Morris, D.",95,433,5,219,30,11.3,72,1,339,"Morris, D.",FS,5,9,96,70,0,73,AZ,3,0.214
240,4,15,85,15,75,14,61,30,1,1,47,25.2,93,0,1184,11,"Mackworthy, R.",84,433,20,219,0,0.0,0,0,0,"Mackworthy, R.",RB,20,9,95,75,0,20,AZ,3,0.214
241,5,1,81,1,83,14,83,52,1,1,28,25.4,42,0,711,5,"Atwell, T.",87,293,11,445,0,0.0,0,0,0,"Atwell, T.",WR,11,9,100,54,0,20,OCO,9,0.643
242,5,1,87,1,90,14,70,80,1,1,39,26.2,102,1,1022,5,"Spector, M.",96,293,1,445,0,0.0,0,0,0,"Spector, M.",CB,1,9,100,65,0,69,OCO,9,0.643
243,5,1,95,1,92,14,86,76,1,1,0,0.0,0,0,0,5,"Westfield, B.",92,293,1,445,33,11.4,70,0,376,"Westfield, B.",WR,1,9,95,60,0,1,OCO,9,0.643
244,6,1,75,1,75,14,71,63,1,1,39,23.3,96,1,909,12,"Canton, J.",84,475,1,184,0,0.0,0,0,0,"Canton, J.",CB,1,9,94,50,0,50,SJS,2,0.14300000000000002
245,6,1,77,1,68,14,80,60,1,1,52,21.5,57,0,1117,12,"Weston, S.",78,475,10,184,25,6.6,19,0,166,"Weston, S.",WR,10,9,95,25,0,20,SJS,2,0.14300000000000002
246,7,1,84,1,71,14,89,50,1,1,46,26.2,97,1,1204,10,"North, F.",85,481,20,218,0,0.0,0,0,0,"North, F.",WR,20,9,93,50,0,20,PHI,4,0.28600000000000003
247,7,1,90,1,70,14,84,45,1,1,43,23.4,42,0,1008,10,"Garden, J.",83,481,10,218,39,10.9,75,1,426,"Garden, J.",WR,10,9,90,48,0,20,PHI,4,0.28600000000000003
248,8,1,88,1,92,14,75,70,1,1,27,23.2,46,0,626,2,"Smallwood, D.",94,197,20,530,0,0.0,0,0,0,"Smallwood, D.",RB,20,9,100,70,0,20,NO,12,0.857
249,8,1,95,1,96,14,70,75,1,1,27,25.7,47,0,695,2,"Bayley, B.",98,197,1,530,37,10.2,72,1,379,"Bayley, B.",CB,1,9,100,65,0,70,NO,12,0.857
250,1,15,95,15,90,14,75,75,1,1,32,25.1,46,0,802,1,"Taylor, O.",97,273,40,486,0,0.0,0,0,0,"Taylor, O.",RB,39,10,100,70,0,31,BAL,13,0.929
251,1,1,69,1,75,14,80,70,1,1,1,9.0,9,0,9,1,"Valentine, V.",81,273,10,486,3,6.3,15,0,19,"(R) Valentine, V.",WR,10,10,95,49,0,20,BAL,13,0.929
252,1,1,86,1,81,14,97,78,1,1,16,15.9,36,0,254,1,"Bush, C.",93,273,20,486,0,0.0,0,0,0,"Bush, C.",WR,20,10,90,72,0,20,BAL,13,0.929
253,1,1,95,1,100,14,90,80,1,1,1,0.0,0,0,0,1,"Willie, T.",96,273,10,486,0,0.0,0,0,0,"Willie, T.",WR,10,10,95,70,0,20,BAL,13,0.929
254,1,1,90,1,65,14,51,84,1,1,1,2.0,2,0,2,1,"Goodson, N.",91,273,1,486,0,0.0,0,0,0,"Goodson, N.",LB,1,10,85,80,0,85,BAL,13,0.929
255,1,1,80,1,77,14,85,48,1,1,23,19.7,42,0,453,1,"Browning, B.",85,273,10,486,47,8.0,69,1,374,"Browning, B.",WR,10,10,100,50,0,20,BAL,13,0.929
256,2,1,100,1,97,14,70,80,1,1,38,30.1,108,2,1145,6,"Lavelle, D.",100,319,9,373,36,13.3,72,2,478,"Lavelle, D.",CB,1,10,100,65,0,70,YKW,8,0.5710000000000001
257,2,1,85,1,92,14,88,80,1,1,29,22.1,42,0,640,6,"Kennedy, E.",91,319,10,373,0,0.0,0,0,0,"Kennedy, E.",WR,10,10,97,50,0,20,YKW,8,0.5710000000000001
258,3,1,93,1,90,14,80,85,1,1,25,28.6,45,0,716,5,"Bly Jr., A.",99,286,13,403,46,8.8,54,1,406,"Bly Jr., A.",CB,21,10,95,70,0,72,COL,9,0.643
259,3,15,70,15,72,14,70,50,1,1,8,19.9,32,0,159,5,"Grau, M.",83,286,58,403,0,0.0,0,0,0,"Grau, M.",RB,58,10,85,85,0,20,COL,9,0.643
260,3,1,88,1,90,14,86,70,1,1,28,30.6,104,2,858,5,"Miller, H.",93,286,10,403,0,0.0,0,0,0,"Miller, H.",WR,10,10,100,65,0,27,COL,9,0.643
261,4,15,80,15,72,14,50,30,1,1,3,12.7,22,0,38,10,"Mackworthy, R.",80,349,20,293,0,0.0,0,0,0,"Mackworthy, R.",RB,20,10,95,73,0,20,AZ,4,0.28600000000000003
262,4,1,77,1,75,14,55,40,1,1,34,22.3,39,0,757,10,"Hobbs, S.",76,349,1,293,27,9.7,85,1,262,"(R) Hobbs, S.",FS,1,10,95,40,0,50,AZ,4,0.28600000000000003
263,4,1,80,1,80,14,70,80,1,1,33,21.2,40,0,701,10,"Barnes, B.",88,349,1,293,0,0.0,0,0,0,"Barnes, B.",FS,1,10,90,80,0,70,AZ,4,0.28600000000000003
264,5,1,75,1,89,14,86,65,1,1,15,22.6,39,0,339,7,"Westfield, B.",87,299,10,247,0,0.0,0,0,0,"Westfield, B.",WR,10,10,95,60,0,20,OCO,7,0.5
265,5,1,87,1,64,14,77,45,1,1,33,25.7,103,1,848,7,"Garden, J.",78,299,10,247,12,11.9,45,0,143,"Garden, J.",WR,10,10,90,36,0,20,OCO,7,0.5
266,5,1,95,1,96,14,75,80,1,1,36,20.8,46,0,749,7,"Broxton, J.",97,299,1,247,15,8.8,21,0,132,"Broxton, J.",FS,1,10,100,70,0,74,OCO,7,0.5
267,6,1,70,1,75,14,70,70,1,1,33,22.4,91,1,738,10,"Poopsie, D.",81,447,1,258,29,5.2,17,0,152,"(R) Poopsie, D.",CB,1,10,95,38,0,50,SJS,4,0.28600000000000003
268,6,1,80,1,73,14,89,60,1,1,54,21.3,88,0,1152,10,"Flash, X.",84,447,20,258,0,0.0,0,0,0,"(R) Flash, X.",WR,20,10,90,50,0,20,SJS,4,0.28600000000000003
269,7,1,65,1,75,14,70,75,1,1,18,22.3,34,0,402,14,"Felix, L.",82,475,1,162,0,0.0,0,0,0,"(R) Felix, L.",CB,1,10,90,60,0,60,PHI,0,0.0
