Player,Team,rush_TD,rec_TD,KR_TD,PR_TD,def_TD,XPM,FG < 20,20-29,30-39,40-49,50+,S,Points
"Weathers III, B.",PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0
"Wheat, B.",COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0
"Winchester, A.",OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0
"Wozy, F.",NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0
"Wright Jr, G.",OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0
"Wright, J.",PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0
"Zhang, S.",YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0
"Blewitt, I.",NO,0.0,0.0,0.0,0.0,0.0,62.0,1.0,7.0,9.0,12.0,3.0,9,158.0
"Corbett, K.",SJS,0.0,0.0,0.0,0.0,0.0,20.0,1.0,5.0,3.0,4.0,1.0,9,62.0
"Forfeit, N.",YKW,0.0,0.0,0.0,0.0,0.0,45.0,2.0,5.0,6.0,6.0,0.0,9,102.0
"Jackson, D.",AZ,0.0,0.0,0.0,0.0,0.0,18.0,2.0,9.0,9.0,7.0,0.0,9,99.0
"Madlad, B.",OCO,0.0,0.0,0.0,0.0,0.0,49.0,2.0,9.0,8.0,7.0,2.0,9,133.0
"McCormick, M.",COL,0.0,0.0,0.0,0.0,0.0,37.0,2.0,4.0,7.0,4.0,1.0,9,91.0
"Meoff, B.",PHI,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,17.0,8.0,0.0,9,98.0
"Turkleton, T.",BAL,0.0,0.0,0.0,0.0,0.0,56.0,2.0,4.0,8.0,6.0,1.0,9,119.0
